Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
20151001	1.194982067	0.558	0	7.9	2.27	2.27	0	0	69.7	0	8.7	4.1	0	0.990711232	0.204270835	2.39	0
20151002	0.952271671	0.296	0	5.9	1.68	1.68	0	0	68	0	6.4	4.5	0	0.727708855	0.224562816	1.904	0
20151003	0.756424181	0.226	0	6.2	1.86	1.91	0	0	66.2	0	4.5	4.9	0	0.513393536	0.243030645	1.513	0
20151004	0.598590619	0.188	0	6.4	1.8	1.9	0	0	64.4	0	3	5.3	0	0.338752316	0.259838303	1.197	0
20151005	0.47157575	0.17	0	7.3	2.12	2.3	0	0	62.3	0	1.7	5.6	0	0.196440717	0.275135033	0.943	0
20151006	0.372597805	0.1595	0.1	8.6	2.47	2.77	0	0	59.8	0	0.7	5.9	0	0.083541146	0.289056659	0.745	0
20151007	0.29612986	0.157	0	10.8	1.75	2.04	0	0	58.1	0	0	6	0	0	0.29612986	0.592	0
20151008	0.26950919	0.154	0	7.1	1.5	1.8	0	0	56.6	0	0	5.5	0	0	0.26950919	0.539	0
20151009	0.727709825	0.598	17.1	7.1	1.07	1.19	0	0	67	5.7	3.9	5.7	0	0.443773272	0.283936553	1.455	0
20151010	0.589373663	0.364	0.3	4.9	1.99	2.07	0	0	65.2	0.1	2.6	6	0	0.292306699	0.297066964	1.179	0
20151011	0.467610137	0.2665	0	9.3	2.02	2.16	0	0	63.2	0	1.4	6.3	0	0.158593123	0.309017013	0.935	0
20151012	0.369525444	0.2335	0	13.4	2.12	2.34	0	0	61	0	0.4	6.5	0	0.049632634	0.31989281	0.739	0
20151013	0.444506029	0.2345	5	13.2	1.42	1.58	0	0	63	1.7	1	6.7	0	0.114715105	0.329790924	0.889	0
20151014	0.510382225	0.333	4.9	6	1.61	1.74	0	0	64.5	1.7	1.5	6.9	0	0.17158298	0.338799245	1.021	0
20151015	0.407215566	0.2695	0	6.4	2	2.16	0	0	62.5	0	0.5	7	0	0.060217806	0.34699776	0.814	0
20151016	0.392586747	0.2765	2.2	4.2	1.91	2.11	0	0	62.1	0.7	0.3	7.2	0	0.03812748	0.354459268	0.785	0
20151017	0.337682466	0.297	7.2	-0.6	2.04	2.3	4.1	1	60	0	0	6.8	0	0	0.337682466	0.675	0
20151018	0.307326414	0.282	0.8	-3.3	0	1.09	4.5	1	60	0	0	6.2	0	0	0.307326414	0.615	0
20151019	0.279699227	0.258	0.8	-2.3	0	2.01	5	1	60	0	0	5.7	0	0	0.279699227	0.559	0
20151020	0.375151888	0.2845	0.4	7.1	0	1.33	0	0	63.7	1.7	0.7	5.9	0	0.081941334	0.293210554	0.732	0.018
20151021	0.32123927	0.264	0.9	9.6	1.23	1.34	0	0	63	0.3	0.1	6.2	0	0.015731994	0.305507276	0.629	0.014
20151022	0.299444365	0.2475	1	10.5	1.02	1.12	0	0	62.7	0.3	0	6.1	0	0	0.299444365	0.586	0.013
20151023	0.277038987	0.2295	0.3	1.8	0.82	0.92	0	0	62	0.1	0	5.6	0	0	0.277038987	0.541	0.013
20151024	0.252134496	0.208	0	1.6	1.75	1.97	0	0	60.3	0	0	5.1	0	0	0.252134496	0.493	0.012
20151025	0.302254939	0.2595	3.8	6.4	1.36	1.54	0	0	61.5	1.2	0.3	5.4	0	0.034131178	0.268123761	0.584	0.021
20151026	0.269224699	0.238	0.8	1.8	1.27	1.44	0	0	60.8	0.3	0	5.5	0	0	0.269224699	0.52	0.018
20151027	0.245022676	0.216	0	2.4	0.92	1.05	0	0	59.9	0	0	5	0	0	0.245022676	0.474	0.016
20151028	0.778623775	0.472	18	3.1	0.91	0.97	0	0	70.5	6.4	4.6	5.3	0	0.516972515	0.26165126	1.484	0.073
20151029	1.308157143	1.963	16.9	10.5	1.72	1.72	0	0	78.2	7.5	9.1	5.6	0	1.03137213	0.276785013	2.501	0.116
20151030	1.051400912	0.716	1.5	1.2	1.04	1.04	0.8	1	77.2	0	6.7	5.9	0	0.760842598	0.290558314	2.01	0.092
20151031	0.879461589	0.515	0	1.8	0	1.32	0	0	77.6	0.4	5.1	6.1	0	0.576368129	0.30309346	1.681	0.077
20151101	0.743220277	0.4655	0.9	5.2	0.84	0.84	0	0	77.3	0.4	3.8	6.4	0	0.428718521	0.314501756	1.421	0.066
20151102	0.615957404	0.414	0.5	5.7	1.5	1.5	0	0	76	0.2	2.6	6.6	0	0.291072904	0.3248845	1.178	0.054
20151103	0.496082492	0.3965	0.1	8.2	1.05	1.05	0	0	75.1	0	1.4	6.8	0	0.161748607	0.334333885	0.949	0.043
20151104	0.395137789	0.373	0	7.5	1.26	1.26	0	0	73.8	0	0.5	6.9	0	0.052203974	0.342933815	0.756	0.034
20151105	0.332763299	0.368	0	11.9	1.51	1.51	0	0	72.3	0	0	6.7	0	0	0.332763299	0.637	0.029
20151106	0.304719969	0.3605	0.1	14.4	1.6	1.6	0	0	70.8	0	0	6.2	0	0	0.304719969	0.583	0.026
20151107	0.306430573	0.346	1.6	6.7	1.53	1.53	0	0	70.2	0.6	0	6.2	0	0	0.306430573	0.586	0.027
20151108	0.278883918	0.3455	0.6	1.1	1.66	1.66	0.3	1	68.5	0	0	5.6	0	0	0.278883918	0.533	0.024
20151109	0.259641471	0.33	0	3.9	0	0.95	0	0	68.7	0.1	0	5.3	0	0	0.259641471	0.497	0.023
20151110	0.236300934	0.318	0	5.1	1.33	1.35	0	0	67.4	0	0	4.8	0	0	0.236300934	0.452	0.021
20151111	0.223462387	0.321	0.5	6.2	0.91	0.94	0	0	66.8	0.2	0	4.5	0	0	0.223462387	0.427	0.02
20151112	0.518145865	0.43	9.8	5.4	1.3	1.3	0	0	71.5	3.8	2.4	4.9	0	0.276116725	0.242029139	0.988	0.048
20151113	0.880863804	0.864	11.8	3.6	1.49	1.49	0	0	76.6	5.1	5.5	5.2	0	0.621936976	0.258926828	1.685	0.077
20151114	0.701507665	0.877	4.9	-1.4	1.56	1.56	2.8	1	75	0	3.8	5.6	0	0.42720217	0.274305495	1.342	0.061
20151115	0.556818407	0.5695	0.2	0.3	0	1.24	2.9	1	75	0	2.4	5.8	0	0.268516715	0.288301692	1.065	0.049
20151116	0.440246845	0.5525	1	0.3	0	0.98	3.4	1	75	0	1.2	6.1	0	0.139207146	0.301039698	0.842	0.038
20151117	0.346468011	0.489	0	-0.8	0	0.81	3.4	1	75	0	0.3	6.3	0	0.033835394	0.312632618	0.663	0.03
20151118	0.297917414	0.438	0	0.7	0	1.22	3.4	1	75	0	0	6	0	0	0.297917414	0.57	0.026
20151119	0.642285826	0.4545	6.2	5.3	0	1.07	0	0	80.2	4.5	2.9	6.3	0	0.332494813	0.309791012	1.204	0.081
20151120	0.870830211	1.224	7.7	2.6	0.69	0.69	0	0	83.4	3.9	4.8	6.5	0	0.550232981	0.32059723	1.629	0.113
20151121	0.699204055	0.691	0	-0.1	1.25	1.25	0	0	82.1	0	3.2	6.7	0	0.368772035	0.33043202	1.309	0.089
20151122	0.569640973	0.5885	0.2	2.4	1.08	1.08	0	0	81.1	0.1	2	6.9	0	0.230258264	0.339382709	1.068	0.071
20151123	0.455559882	0.516	1.6	-5.1	0.94	0.94	0.9	1	80.2	0	1	7	0	0.108031108	0.347528774	0.855	0.056
20151124	0.363373217	0.4515	0	-7	0	0.38	0.9	1	80.2	0	0.1	7.2	0	0.008430671	0.354942546	0.683	0.043
20151125	0.326370991	0.452	0	-3.3	0	0.52	0.9	1	80.2	0	0	6.6	0	0	0.326370991	0.614	0.039
20151126	0.297031787	0.4515	0	1.1	0	0.48	0.9	1	80.2	0	0	6	0	0	0.297031787	0.559	0.035
20151127	0.311031791	0.459	0.9	5.7	0	1.19	0	0	81.1	0.9	0	6.3	0	0.002046792	0.308984999	0.583	0.039
20151128	0.282018648	0.505	1.2	0.3	1.05	1.05	0.7	1	80.1	0	0	5.7	0	0	0.282018648	0.529	0.035
20151129	0.256666509	0.4515	0.6	-5.4	0	0.29	1	1	80.1	0	0	5.2	0	0	0.256666509	0.482	0.032
20151130	0.233593407	0.3965	0.1	-6.7	0	0.22	1.1	1	80.1	0	0	4.7	0	0	0.233593407	0.438	0.029
20151201	0.212594468	0.443	8.2	-4.3	0	0.65	5.7	1	80.1	0	0	4.3	0	0	0.212594468	0.399	0.026
20151202	1.136271002	1.575	19.8	1.5	0	0.72	5.4	1	89.5	10.6	8	4.7	0	0.904132808	0.232138194	2.115	0.157
20151203	0.90708288	1.4115	9.4	1.1	0	1.31	10.7	1	89.5	0	5.8	5.1	0	0.657157848	0.249925032	1.689	0.125
20151204	0.722015864	0.878	3.3	-0.6	0	1.15	12.6	1	89.5	0	4	5.4	0	0.455902947	0.266112917	1.345	0.099
20151205	0.572749986	0.8205	0.8	0.4	0	0.85	13	1	89.5	0	2.6	5.7	0	0.291904397	0.280845589	1.067	0.079
20151206	0.452519159	0.7595	0	-0.1	0	0.95	13	1	89.5	0	1.4	6	0	0.158265296	0.294253863	0.843	0.062
20151207	0.355822291	0.7075	0	-0.7	0	1.2	13	1	89.5	0	0.4	6.2	0	0.049365494	0.306456797	0.663	0.048
20151208	0.298442179	0.6785	0.5	-2.1	0	0.41	13.3	1	89.5	0	0	6	0	0	0.298442179	0.557	0.04
20151209	0.271613642	0.673	0	0.4	0	0.68	13.3	1	89.5	0	0	5.5	0	0	0.271613642	0.507	0.037
20151210	0.808908681	0.7425	0	4.2	0	0.74	2.4	1	93.9	6.5	4.6	5.8	0	0.523056856	0.285851825	1.391	0.226
20151211	0.78426192	0.7775	0	5.2	0	0.65	0	0	94.8	1.5	4.3	6.1	0	0.485451859	0.298810062	1.341	0.228
20151212	0.644054775	0.7055	0.3	3.6	0.33	0.33	0	0	94.6	0.2	2.9	6.3	0	0.33345136	0.310603415	1.105	0.183
20151213	0.530865266	0.6415	0.3	1.4	0.88	0.88	0	0	93.8	0.2	1.8	6.5	0	0.209528664	0.321336602	0.914	0.148
20151214	0.50838922	0.625	1.5	3.7	0.64	0.64	0	0	93.8	0.9	1.6	6.7	0	0.177284294	0.331104926	0.872	0.145
20151215	1.017210012	1.1135	10.4	3.7	0.54	0.54	0	0	97	6.6	6	6.9	0	0.677214888	0.339995124	1.715	0.319
20151216	0.820333159	0.851	0.8	-1.5	0.95	0.95	0.5	1	96.1	0	4.2	7	0	0.472247023	0.348086135	1.387	0.254
20151217	1.006825506	0.802	5.3	2.1	0	0.6	0	0	98.1	3.7	5.7	7.2	0	0.651375703	0.355449803	1.698	0.316
20151218	0.92393528	1.0445	1.8	1.3	1.02	1.02	0	0	97.7	1.2	4.9	7.3	0	0.561783768	0.362151512	1.559	0.289
