TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	CO2(*g)_rate_LZ        
20151010       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.86735e-05    	1.33947e-05    	1.43575e-05    	7.63044e-06    	0.000760158    	0.0185643      	0.0854184      	10             	3.58154e-10    	2.42058e-11    	0.000896626    	0.00793569     	2.143e-05      	9.98217e-06    	1.33827e-05    	5.74914e-06    	0.000497747    	0.000192553    	8.65951e-10    	87             	4.78366e-10    	3.00817e-11    	0.000625728    	5.38965e-05    	2.143e-05      	9.98217e-06    	1.33827e-05    	5.74914e-06    	0.000497747    	7.81308e-21    	1e-20          	1e-20          	4.78366e-10    	3.00817e-11    	0.000625728    	2.18692e-21    	-0.000986502           	1.07367e-07            	-1.47143e-14           	-0.000152226           
20151011       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.92283e-05    	1.37372e-05    	1.45462e-05    	7.82559e-06    	0.000808202    	0.0182195      	0.0854179      	10             	3.51413e-10    	2.40662e-11    	0.000925836    	0.00828052     	2.14351e-05    	9.98217e-06    	1.33879e-05    	5.74914e-06    	0.000497967    	0.000192535    	8.65951e-10    	87             	4.78252e-10    	3.00861e-11    	0.000626119    	5.39152e-05    	2.14351e-05    	9.98217e-06    	1.33879e-05    	5.74914e-06    	0.000497967    	7.81233e-21    	1e-20          	1e-20          	4.78252e-10    	3.00861e-11    	0.000626119    	2.18767e-21    	-0.000795063           	8.56755e-08            	-1.47143e-14           	-9.54321e-05           
20151012       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.98866e-05    	1.41349e-05    	1.47795e-05    	8.05212e-06    	0.000842308    	0.0179824      	0.0854171      	10             	3.43736e-10    	2.39226e-11    	0.000961696    	0.00851765     	2.14408e-05    	9.98217e-06    	1.33936e-05    	5.74914e-06    	0.000498169    	0.000192518    	8.65951e-10    	87             	4.78125e-10    	3.00909e-11    	0.00062655     	5.39323e-05    	2.14408e-05    	9.98217e-06    	1.33936e-05    	5.74914e-06    	0.000498169    	7.81163e-21    	1e-20          	1e-20          	4.78125e-10    	3.00909e-11    	0.00062655     	2.18837e-21    	-0.00112405            	1.47101e-07            	-1.47143e-14           	-0.000104752           
20151013       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.9359e-05     	1.36556e-05    	1.45192e-05    	7.80378e-06    	0.000789882    	0.0183494      	0.0854161      	10             	3.49846e-10    	2.39143e-11    	0.000928259    	0.00815055     	2.15066e-05    	1.00097e-05    	1.34101e-05    	5.76455e-06    	0.00049998     	0.000192365    	8.65951e-10    	87             	4.76671e-10    	3.0037e-11     	0.000629237    	5.40854e-05    	2.15066e-05    	1.00097e-05    	1.34101e-05    	5.76455e-06    	0.00049998     	7.80542e-21    	1e-20          	1e-20          	4.76671e-10    	3.0037e-11     	0.000629237    	2.19458e-21    	-0.00154588            	2.4542e-07             	-1.47143e-14           	-0.000111748           
20151014       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.89772e-05    	1.32876e-05    	1.43048e-05    	7.61693e-06    	0.000769521    	0.0184961      	0.0854151      	10             	3.54403e-10    	2.38644e-11    	0.000902787    	0.00800391     	2.15626e-05    	1.00326e-05    	1.34199e-05    	5.77751e-06    	0.000501569    	0.000192231    	8.65951e-10    	87             	4.7544e-10     	2.99817e-11    	0.000631329    	5.42194e-05    	2.15626e-05    	1.00326e-05    	1.34199e-05    	5.77751e-06    	0.000501569    	7.79998e-21    	1e-20          	1e-20          	4.7544e-10     	2.99817e-11    	0.000631329    	2.20002e-21    	-0.00155224            	2.27682e-07            	-1.47143e-14           	-4.32516e-05           
20151015       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.95498e-05    	1.36305e-05    	1.44987e-05    	7.8135e-06     	0.000819787    	0.0181382      	0.0854145      	10             	3.47592e-10    	2.37271e-11    	0.000932957    	0.00836177     	2.15622e-05    	1.00326e-05    	1.34195e-05    	5.77751e-06    	0.000501782    	0.000192213    	8.65951e-10    	87             	4.75448e-10    	2.99814e-11    	0.0006313      	5.42373e-05    	2.15622e-05    	1.00326e-05    	1.34195e-05    	5.77751e-06    	0.000501782    	7.79926e-21    	1e-20          	1e-20          	4.75448e-10    	2.99814e-11    	0.0006313      	2.20074e-21    	-0.000865224           	9.72822e-08            	-1.47143e-14           	7.12987e-06            
20151016       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.8197e-06     	2.26e-06       	1e-10          	1.03e-05       	7.17e-05       	2.95783e-05    	1.36419e-05    	1.45338e-05    	8.07463e-06    	0.000816386    	0.018162       	0.0854139      	10             	3.47291e-10    	2.37662e-11    	0.000936026    	0.00833799     	2.15836e-05    	1.00414e-05    	1.34222e-05    	5.7832e-06     	0.000502587    	0.000192145    	8.65951e-10    	87             	4.7498e-10     	2.9958e-11     	0.000632049    	5.43051e-05    	2.15836e-05    	1.00414e-05    	1.34222e-05    	5.7832e-06     	0.000502587    	7.7965e-21     	1e-20          	1e-20          	4.7498e-10     	2.9958e-11     	0.000632049    	2.2035e-21     	-0.000876481           	1.07242e-07            	-1.47143e-14           	6.67455e-06            
20151017       	1.80076e-06    	2.23647e-06    	9.89589e-11    	1.01928e-05    	7.09535e-05    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.01954e-05    	1.40239e-05    	1.47297e-05    	8.30072e-06    	0.000859436    	0.0178656      	0.0854134      	10             	3.40254e-10    	2.36026e-11    	0.000968259    	0.00863441     	2.15825e-05    	1.00414e-05    	1.34212e-05    	5.7832e-06     	0.000502778    	0.000192129    	8.65951e-10    	87             	4.75003e-10    	2.99571e-11    	0.000631969    	5.43213e-05    	2.15825e-05    	1.00414e-05    	1.34212e-05    	5.7832e-06     	0.000502778    	7.79585e-21    	1e-20          	1e-20          	4.75003e-10    	2.99571e-11    	0.000631969    	2.20415e-21    	-0.000726711           	8.40341e-08            	-1.47143e-14           	1.94234e-05            
20151018       	1.80263e-06    	2.2388e-06     	9.9062e-11     	1.02034e-05    	7.10275e-05    	1.80263e-06    	2.2388e-06     	9.9062e-11     	1.02034e-05    	7.10275e-05    	3.02348e-05    	1.40254e-05    	1.47679e-05    	8.30763e-06    	0.000859892    	0.0178625      	0.0854131      	10             	3.39813e-10    	2.36334e-11    	0.000972033    	0.0086375      	2.15817e-05    	1.00414e-05    	1.34204e-05    	5.7832e-06     	0.000502953    	0.000192114    	8.65951e-10    	87             	4.7502e-10     	2.99564e-11    	0.000631907    	5.4336e-05     	2.15817e-05    	1.00414e-05    	1.34204e-05    	5.7832e-06     	0.000502953    	7.79525e-21    	1e-20          	1e-20          	4.7502e-10     	2.99564e-11    	0.000631907    	2.20475e-21    	-0.00047658            	5.17053e-08            	-1.47143e-14           	1.49112e-05            
20151019       	1.78644e-06    	2.21869e-06    	9.81721e-11    	1.01117e-05    	7.03894e-05    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.02656e-05    	1.40254e-05    	1.47987e-05    	8.30763e-06    	0.000860251    	0.0178601      	0.0854129      	10             	3.39469e-10    	2.36589e-11    	0.000975046    	0.00863993     	2.1581e-05     	1.00414e-05    	1.34197e-05    	5.7832e-06     	0.000503112    	0.000192101    	8.65951e-10    	87             	4.75035e-10    	2.99558e-11    	0.000631855    	5.43494e-05    	2.1581e-05     	1.00414e-05    	1.34197e-05    	5.7832e-06     	0.000503112    	7.79471e-21    	1e-20          	1e-20          	4.75035e-10    	2.99558e-11    	0.000631855    	2.20529e-21    	-0.000380599           	3.88169e-08            	-1.47143e-14           	1.25902e-05            
20151020       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.7889e-06     	2.22175e-06    	9.83075e-11    	1.01257e-05    	7.04865e-05    	2.89946e-05    	1.32326e-05    	1.44463e-05    	8.42974e-06    	0.00078122     	0.0184115      	0.0854126      	10             	3.54293e-10    	2.41e-11       	0.000912003    	0.00808845     	2.16321e-05    	1.00622e-05    	1.34268e-05    	5.80095e-06    	0.000504629    	0.000191973    	8.65951e-10    	87             	4.73921e-10    	2.99019e-11    	0.000633676    	5.44771e-05    	2.16321e-05    	1.00622e-05    	1.34268e-05    	5.80095e-06    	0.000504629    	7.78953e-21    	1e-20          	1e-20          	4.73921e-10    	2.99019e-11    	0.000633676    	2.21047e-21    	-0.000413655           	4.37224e-08            	-1.47143e-14           	1.23754e-05            
20151021       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.8197e-06     	2.26e-06       	1e-10          	1.03e-05       	7.17e-05       	2.91838e-05    	1.33262e-05    	1.45403e-05    	8.59119e-06    	0.000809359    	0.0182113      	0.085412       	10             	3.52026e-10    	2.41037e-11    	0.000923848    	0.00828867     	2.16385e-05    	1.0066e-05     	1.34254e-05    	5.80425e-06    	0.000505067    	0.000191936    	8.65951e-10    	87             	4.73783e-10    	2.989e-11      	0.000633794    	5.45138e-05    	2.16385e-05    	1.0066e-05     	1.34254e-05    	5.80425e-06    	0.000505067    	7.78804e-21    	1e-20          	1e-20          	4.73783e-10    	2.989e-11      	0.000633794    	2.21196e-21    	-0.000940572           	1.11308e-07            	-1.47143e-14           	5.40837e-05            
20151022       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.93121e-05    	1.34166e-05    	1.46151e-05    	8.72965e-06    	0.000814502    	0.0181752      	0.0854112      	10             	3.5051e-10     	2.41252e-11    	0.000932617    	0.0083248      	2.16429e-05    	1.00686e-05    	1.3423e-05     	5.80703e-06    	0.000505438    	0.000191905    	8.65951e-10    	87             	4.73685e-10    	2.98785e-11    	0.000633811    	5.45451e-05    	2.16429e-05    	1.00686e-05    	1.3423e-05     	5.80703e-06    	0.000505438    	7.78677e-21    	1e-20          	1e-20          	4.73685e-10    	2.98785e-11    	0.000633811    	2.21323e-21    	-0.00115005            	1.50304e-07            	-1.47143e-14           	6.21702e-05            
20151023       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.95755e-05    	1.35484e-05    	1.47479e-05    	8.83961e-06    	0.000828642    	0.0180766      	0.0854104      	10             	3.47417e-10    	2.41316e-11    	0.000949471    	0.00842338     	2.16429e-05    	1.007e-05      	1.34201e-05    	5.80829e-06    	0.000505691    	0.000191884    	8.65951e-10    	87             	4.73687e-10    	2.98723e-11    	0.000633673    	5.45663e-05    	2.16429e-05    	1.007e-05      	1.34201e-05    	5.80829e-06    	0.000505691    	7.78591e-21    	1e-20          	1e-20          	4.73687e-10    	2.98723e-11    	0.000633673    	2.21409e-21    	-0.00123575            	1.69699e-07            	-1.47143e-14           	6.47537e-05            
20151024       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.00715e-05    	1.38543e-05    	1.49092e-05    	9.03918e-06    	0.000857196    	0.0178808      	0.08541        	10             	3.41736e-10    	2.40002e-11    	0.000975813    	0.00861923     	2.16405e-05    	1.007e-05      	1.34177e-05    	5.80829e-06    	0.00050583     	0.000191872    	8.65951e-10    	87             	4.7374e-10     	2.98703e-11    	0.00063349     	5.4578e-05     	2.16405e-05    	1.007e-05      	1.34177e-05    	5.80829e-06    	0.00050583     	7.78543e-21    	1e-20          	1e-20          	4.7374e-10     	2.98703e-11    	0.00063349     	2.21457e-21    	-0.000594399           	6.70983e-08            	-1.47143e-14           	4.39252e-05            
20151025       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.96278e-05    	1.37711e-05    	1.47299e-05    	9.28816e-06    	0.00082118     	0.0181285      	0.0854096      	10             	3.46863e-10    	2.40678e-11    	0.000949824    	0.00837149     	2.16785e-05    	1.00875e-05    	1.34229e-05    	5.82519e-06    	0.00050711     	0.000191765    	8.65951e-10    	87             	4.72915e-10    	2.98303e-11    	0.000634842    	5.46854e-05    	2.16785e-05    	1.00875e-05    	1.34229e-05    	5.82519e-06    	0.00050711     	7.78107e-21    	1e-20          	1e-20          	4.72915e-10    	2.98303e-11    	0.000634842    	2.21893e-21    	-0.000574229           	6.79217e-08            	-1.47143e-14           	4.06408e-05            
20151026       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.98323e-05    	1.39176e-05    	1.48123e-05    	9.45052e-06    	0.0008449      	0.0179646      	0.085409       	10             	3.44516e-10    	2.40409e-11    	0.000961649    	0.00853542     	2.16874e-05    	1.00941e-05    	1.34219e-05    	5.83076e-06    	0.000507666    	0.000191718    	8.65951e-10    	87             	4.72723e-10    	2.98159e-11    	0.00063505     	5.47321e-05    	2.16874e-05    	1.00941e-05    	1.34219e-05    	5.83076e-06    	0.000507666    	7.77918e-21    	1e-20          	1e-20          	4.72723e-10    	2.98159e-11    	0.00063505     	2.22082e-21    	-0.000867372           	1.10269e-07            	-1.47143e-14           	7.51714e-05            
20151027       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.01211e-05    	1.40849e-05    	1.49206e-05    	9.56407e-06    	0.000864291    	0.0178328      	0.0854086      	10             	3.41241e-10    	2.39885e-11    	0.000977975    	0.00866724     	2.16837e-05    	1.00941e-05    	1.34183e-05    	5.83076e-06    	0.000507797    	0.000191707    	8.65951e-10    	87             	4.72801e-10    	2.98128e-11    	0.000634773    	5.47431e-05    	2.16837e-05    	1.00941e-05    	1.34183e-05    	5.83076e-06    	0.000507797    	7.77873e-21    	1e-20          	1e-20          	4.72801e-10    	2.98128e-11    	0.000634773    	2.22127e-21    	-0.000586967           	6.74927e-08            	-1.47143e-14           	6.61726e-05            
20151028       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.69381e-05    	1.18046e-05    	1.36184e-05    	7.93297e-06    	0.000653618    	0.0193776      	0.0854082      	10             	3.81132e-10    	2.44266e-11    	0.000799197    	0.00712239     	2.17638e-05    	1.01211e-05    	1.34184e-05    	5.86398e-06    	0.000509243    	0.000191586    	8.65951e-10    	87             	4.71074e-10    	2.9705e-11     	0.000637111    	5.48643e-05    	2.36701e-05    	1.07394e-05    	1.34978e-05    	6.62391e-06    	0.000562271    	7.59769e-21    	1e-20          	1e-20          	4.33368e-10    	2.7504e-11     	0.000696638    	2.40231e-21    	-0.000611175           	7.38662e-08            	-1.47143e-14           	6.31661e-05            
20151029       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.48041e-05    	1.03429e-05    	1.26605e-05    	6.88315e-06    	0.000563153    	0.0201263      	0.0854077      	10             	4.13592e-10    	2.46227e-11    	0.000684668    	0.00637371     	2.18047e-05    	1.01246e-05    	1.34001e-05    	5.87988e-06    	0.000509406    	0.000191572    	8.65951e-10    	87             	4.70194e-10    	2.96092e-11    	0.000637427    	5.4878e-05     	2.32673e-05    	1.02321e-05    	1.30205e-05    	6.37419e-06    	0.000535887    	7.68431e-21    	1e-20          	1e-20          	4.40772e-10    	2.69785e-11    	0.000660718    	2.31569e-21    	-0.000734813           	5.33946e-08            	-1.47143e-14           	0.000104702            
20151030       	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.50869e-05    	1.04503e-05    	1.28157e-05    	6.95448e-06    	0.000605485    	0.0197689      	0.0854067      	10             	4.08963e-10    	2.46476e-11    	0.000700908    	0.00673111     	2.18468e-05    	1.01296e-05    	1.33825e-05    	5.89648e-06    	0.000510223    	0.000191504    	8.65951e-10    	87             	4.69292e-10    	2.95139e-11    	0.000637817    	5.49463e-05    	2.22224e-05    	1.01673e-05    	1.33105e-05    	6.02088e-06    	0.000521424    	7.73264e-21    	1e-20          	1e-20          	4.61397e-10    	2.88637e-11    	0.00064524     	2.26736e-21    	-0.00148732            	5.1247e-08             	-1.47143e-14           	0.000146885            
20151031       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.50216e-05    	1.03756e-05    	1.28143e-05    	6.90135e-06    	0.000630033    	0.0195674      	0.0854063      	10             	4.10016e-10    	2.47075e-11    	0.000699028    	0.00693262     	2.1857e-05     	1.01313e-05    	1.3374e-05     	5.90165e-06    	0.000510819    	0.000191454    	8.65951e-10    	87             	4.69075e-10    	2.94816e-11    	0.000637708    	5.49962e-05    	2.1857e-05     	1.01313e-05    	1.3374e-05     	5.90165e-06    	0.000510819    	7.76846e-21    	1e-20          	1e-20          	4.69075e-10    	2.94816e-11    	0.000637708    	2.23154e-21    	-0.000657545           	2.05782e-08            	-1.47143e-14           	0.000108415            
20151101       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.5088e-05     	1.03808e-05    	1.28474e-05    	6.90094e-06    	0.000639443    	0.0194912      	0.0854058      	10             	4.08935e-10    	2.47062e-11    	0.000702686    	0.00700878     	2.18554e-05    	1.01309e-05    	1.3367e-05     	5.90286e-06    	0.000511171    	0.000191424    	8.65951e-10    	87             	4.69107e-10    	2.94681e-11    	0.000637326    	5.50256e-05    	2.18554e-05    	1.01309e-05    	1.3367e-05     	5.90286e-06    	0.000511171    	7.76727e-21    	1e-20          	1e-20          	4.69107e-10    	2.94681e-11    	0.000637326    	2.23273e-21    	-0.000688896           	2.12577e-08            	-1.47143e-14           	0.00010924             
