TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	SOC-lz(s)_UZ   	Calcite(s)_UZ  	Calcite-lz(s)_UZ	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	SOC-lz(s)_LZ   	Calcite(s)_LZ  	Calcite-lz(s)_LZ	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	SOC-lz(s)_riv  	Calcite(s)_riv 	Calcite-lz(s)_riv	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	SOC-lz(s)_rate_UZ      	Calcite(s)_rate_UZ     	Calcite-lz(s)_rate_UZ  	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	SOC-lz(s)_rate_LZ      	Calcite(s)_rate_LZ     	Calcite-lz(s)_rate_LZ  	CO2(*g)_rate_LZ        
YYYYMMDD       	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             
20151001       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.39658e-06    	1.12577e-05    	0.000228848    	0.000269128    	0.00062292     	0.019625       	0.0853752      	7.34516e-10    	0.0129473      	2.68909e-09    	10             	7.66891e-09    	8.62083e-09    	0.000667482    	0.00687496     	2.55452e-07    	1.22898e-05    	0.00123047     	0.000788235    	2.82557e-05    	0.000242595    	8.65951e-10    	0.00736006     	2.73737e-09    	0.0406122      	87             	4.37743e-08    	2.7659e-07     	0.000628821    	3.85546e-06    	1.04416e-06    	1.13377e-05    	0.000306257    	0.000309369    	0.000576822    	7.55062e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.03055e-08    	1.55777e-08    	0.000664735    	2.44938e-21    	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      	0                      
20151002       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	9.4308e-07     	1.14635e-05    	0.000328164    	0.000379246    	0.00065733     	0.0193476      	0.0853744      	7.34514e-10    	0.0129413      	2.68908e-09    	10             	1.14717e-08    	1.8684e-08     	0.000639877    	0.00715236     	2.5577e-07     	1.2289e-05     	0.00122992     	0.000788052    	2.81609e-05    	0.000242607    	8.65951e-10    	0.00736006     	2.73739e-09    	0.0406122      	87             	4.37192e-08    	2.76114e-07    	0.000629332    	3.84273e-06    	7.46638e-07    	1.15436e-05    	0.000415593    	0.000418928    	0.000596258    	7.48876e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.45488e-08    	3.01333e-08    	0.00063897     	2.51124e-21    	-0.00116525            	-2.42687e-12           	-0.00889354            	-2.14709e-11           	9.86944e-09            	-1.47143e-14           	-0.000169504           	2.4585e-09             	-5.71059e-05           	-3.76036e-05           
20151003       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.72501e-07    	1.16949e-05    	0.000395992    	0.000454456    	0.000694375    	0.0190577      	0.0853738      	7.34512e-10    	0.0129377      	2.68906e-09    	10             	1.40887e-08    	2.7859e-08     	0.000628719    	0.00744234     	2.56075e-07    	1.22884e-05    	0.00122937     	0.0007879      	2.81006e-05    	0.000242615    	8.65951e-10    	0.00736006     	2.73741e-09    	0.0406122      	87             	4.36666e-08    	2.75656e-07    	0.000629809    	3.83463e-06    	6.1806e-07     	1.17669e-05    	0.000497048    	0.000494915    	0.000613532    	7.43464e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.76784e-08    	4.40554e-08    	0.000628929    	2.56536e-21    	-0.000955167           	-2.54325e-12           	-0.00547531            	-2.06682e-11           	-1.7133e-09            	-1.47143e-14           	-0.00016897            	2.4549e-09             	-4.6042e-05            	-2.47951e-05           
20151004       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.02838e-07    	1.19406e-05    	0.000438649    	0.000501883    	0.000731747    	0.0187738      	0.0853732      	7.34511e-10    	0.0129357      	2.68905e-09    	10             	1.55391e-08    	3.41591e-08    	0.000631445    	0.00772617     	2.56353e-07    	1.22881e-05    	0.00122888     	0.000787801    	2.80743e-05    	0.000242619    	8.65951e-10    	0.00736006     	2.73743e-09    	0.0406122      	87             	4.36189e-08    	2.75241e-07    	0.000630244    	3.8311e-06     	5.54403e-07    	1.19932e-05    	0.000558283    	0.000545187    	0.000625172    	7.39861e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.9781e-08     	5.55787e-08    	0.000631329    	2.60139e-21    	-0.000949405           	-2.66436e-12           	-0.00295123            	-2.00124e-11           	-3.45857e-09           	-1.47143e-14           	-0.000168638           	2.45154e-09            	-4.77691e-05           	-1.60077e-05           
20151005       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.7742e-07     	1.22454e-05    	0.000466643    	0.000533225    	0.000773541    	0.0184663      	0.0853725      	7.34509e-10    	0.0129348      	2.68904e-09    	10             	1.61576e-08    	3.7871e-08     	0.000646032    	0.00803372     	2.56613e-07    	1.2288e-05     	0.00122842     	0.000787739    	2.80851e-05    	0.000242617    	8.65951e-10    	0.00736006     	2.73745e-09    	0.0406122      	87             	4.35743e-08    	2.74855e-07    	0.000630653    	3.83255e-06    	5.17924e-07    	1.22535e-05    	0.000610434    	0.000581282    	0.000632786    	7.37522e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.12301e-08    	6.53996e-08    	0.000643191    	2.62478e-21    	-0.000937414           	-2.78515e-12           	-0.00138521            	-1.95797e-11           	-2.05169e-10           	-1.47143e-14           	-0.000168507           	2.44866e-09            	-4.89956e-05           	-7.77106e-06           
20151006       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.9355e-06     	1.5e-07        	1e-10          	7.75e-07       	2.83e-05       	6.75078e-07    	1.26296e-05    	0.000487043    	0.000556323    	0.000822373    	0.0181195      	0.0853719      	7.34507e-10    	0.0129345      	2.68903e-09    	10             	1.62392e-08    	3.97905e-08    	0.00067089     	0.00838051     	2.56854e-07    	1.22884e-05    	0.00122801     	0.00078772     	2.81381e-05    	0.00024261     	8.65951e-10    	0.00736005     	2.73747e-09    	0.0406122      	87             	4.35333e-08    	2.74504e-07    	0.000631038    	3.83968e-06    	4.93807e-07    	1.25499e-05    	0.000660029    	0.000610359    	0.000636904    	7.36263e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.23148e-08    	7.44907e-08    	0.000661647    	2.63737e-21    	-0.000979568           	-2.91918e-12           	-0.000456101           	-1.93167e-11           	7.34612e-09            	-1.47143e-14           	-0.000168595           	2.44611e-09            	-5.42481e-05           	-1.53477e-08           
20151007       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.86222e-07    	1.29118e-05    	0.000496617    	0.000567317    	0.000862172    	0.0178463      	0.0853712      	7.34505e-10    	0.0129346      	2.68901e-09    	10             	1.59872e-08    	3.99734e-08    	0.000694862    	0.00865367     	2.57068e-07    	1.2289e-05     	0.00122766     	0.000787745    	2.82247e-05    	0.000242599    	8.65951e-10    	0.00736005     	2.73749e-09    	0.0406122      	87             	4.3497e-08     	2.74197e-07    	0.000631388    	3.8513e-06     	4.70791e-07    	1.27309e-05    	0.000709002    	0.000631369    	0.000619844    	7.415e-21      	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.34449e-08    	8.42154e-08    	0.000676484    	2.585e-21      	-0.00105514            	-3.07432e-12           	9.95213e-05            	-1.91604e-11           	2.00213e-08            	-1.47143e-14           	-0.000168933           	2.44394e-09            	-6.27326e-05           	7.81711e-06            
20151008       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	7.03061e-07    	1.31742e-05    	0.000503086    	0.000574853    	0.000899869    	0.0175951      	0.0853704      	7.34503e-10    	0.0129347      	2.689e-09      	10             	1.56121e-08    	3.95642e-08    	0.000720827    	0.0089049      	2.57236e-07    	1.22899e-05    	0.00122743     	0.000787844    	2.8342e-05     	0.000242583    	8.65951e-10    	0.00736005     	2.73751e-09    	0.0406122      	87             	4.34687e-08    	2.73966e-07    	0.000631677    	3.86706e-06    	4.4507e-07     	1.28546e-05    	0.000764784    	0.000651817    	0.000584946    	7.5245e-21     	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.48416e-08    	9.64212e-08    	0.000688681    	2.4755e-21     	-0.00123545            	-3.19819e-12           	0.000267764            	-1.91211e-11           	3.76126e-08            	-1.47143e-14           	-0.000169469           	2.44222e-09            	-8.00315e-05           	1.59429e-05            
20151009       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	7.16985e-07    	1.13454e-05    	0.00040772     	0.000467777    	0.000692502    	0.0190721      	0.0853698      	7.345e-10      	0.012935       	2.68899e-09    	10             	1.51946e-08    	3.0967e-08     	0.000600226    	0.00742791     	2.57431e-07    	1.22889e-05    	0.00122694     	0.000787734    	2.82756e-05    	0.000242592    	8.65951e-10    	0.00736005     	2.73753e-09    	0.0406122      	87             	4.34353e-08    	2.73644e-07    	0.00063191     	3.85814e-06    	5.66787e-07    	1.14769e-05    	0.000521845    	0.000512373    	0.000599922    	7.47718e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.93036e-08    	5.05756e-08    	0.000604714    	2.52282e-21    	-0.000887475           	-3.31359e-12           	0.000332388            	-1.9114e-11            	3.21183e-08            	-1.47143e-14           	-0.000170188           	2.44128e-09            	-5.34075e-05           	2.03835e-05            
20151010       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	6.67518e-07    	1.15779e-05    	0.000443064    	0.00050715     	0.000727182    	0.018808       	0.0853691      	7.34499e-10    	0.0129334      	2.68897e-09    	10             	1.63673e-08    	3.63553e-08    	0.000605528    	0.00769197     	2.57612e-07    	1.22882e-05    	0.00122649     	0.000787664    	2.82409e-05    	0.000242597    	8.65951e-10    	0.00736005     	2.73755e-09    	0.0406122      	87             	4.34044e-08    	2.73346e-07    	0.000632127    	3.85349e-06    	5.19641e-07    	1.16985e-05    	0.000576043    	0.000554782    	0.0006085      	7.45029e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.11202e-08    	6.12773e-08    	0.000610108    	2.54971e-21    	-0.00102563            	-2.65594e-12           	-0.00236162            	-1.98239e-11           	-1.66986e-08           	-1.47143e-14           	-0.000169807           	2.43891e-09            	-5.35519e-05           	2.49963e-05            
20151011       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.50245e-07    	1.18576e-05    	0.000466447    	0.00053339     	0.000766158    	0.0185199      	0.0853685      	7.34497e-10    	0.0129327      	2.68896e-09    	10             	1.68329e-08    	3.94373e-08    	0.000619855    	0.00798012     	2.57818e-07    	1.22878e-05    	0.00122599     	0.000787576    	2.82411e-05    	0.000242596    	8.65951e-10    	0.00736005     	2.73757e-09    	0.0406122      	87             	4.33693e-08    	2.73011e-07    	0.000632382    	3.85351e-06    	4.8904e-07     	1.1948e-05     	0.000626044    	0.000586815    	0.000611062    	7.44228e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.24949e-08    	7.1104e-08     	0.000622549    	2.55772e-21    	-0.000830769           	-2.76831e-12           	-0.00105286            	-1.94594e-11           	-9.17666e-09           	-1.47143e-14           	-0.000169615           	2.43686e-09            	-4.21659e-05           	2.72013e-05            
20151012       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.53222e-07    	1.21855e-05    	0.000482994    	0.00055217     	0.000809544    	0.0182093      	0.0853677      	7.34495e-10    	0.0129325      	2.68895e-09    	10             	1.67777e-08    	4.0756e-08     	0.00064396     	0.00829068     	2.5795e-07     	1.22877e-05    	0.00122567     	0.000787608    	2.82791e-05    	0.000242591    	8.65951e-10    	0.00736005     	2.73759e-09    	0.0406122      	87             	4.3347e-08     	2.72799e-07    	0.000632539    	3.85861e-06    	4.67248e-07    	1.22121e-05    	0.000676071    	0.000613392    	0.000606389    	7.45685e-21    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.35914e-08    	8.0696e-08     	0.000641053    	2.54315e-21    	-0.00116403            	-2.89364e-12           	-0.000291355           	-1.92454e-11           	-4.13269e-09           	-1.47143e-14           	-0.000169629           	2.4345e-09             	-6.85195e-05           	3.69181e-05            
