TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	CO2(*g)_rate_LZ        
20151010       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.6488e-05     	1.15779e-05    	1.39787e-05    	6.65568e-06    	0.000727213    	0.0188084      	0.0853691      	10             	3.87418e-10    	2.54739e-11    	0.000807029    	0.00769158     	5.45354e-07    	1.22882e-05    	0.000556362    	0.000229489    	0.00033931     	0.000206958    	8.65951e-10    	87             	1.97055e-08    	5.40394e-08    	0.000631536    	3.9492e-05     	4.18892e-06    	1.16985e-05    	8.82001e-05    	4.44933e-05    	0.000661346    	7.28912e-21    	1e-20          	1e-20          	2.48111e-09    	1.04261e-09    	0.000795114    	2.71088e-21    	-0.00102563            	7.62883e-08            	-1.47143e-14           	9.20863e-06            
20151011       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.6976e-05     	1.18576e-05    	1.41645e-05    	6.81646e-06    	0.000766192    	0.0185203      	0.0853685      	10             	3.80466e-10    	2.53529e-11    	0.000832697    	0.00797971     	5.46042e-07    	1.22878e-05    	0.0005558      	0.000229269    	0.000339692    	0.000206921    	8.65951e-10    	87             	1.96801e-08    	5.39138e-08    	0.000631712    	3.95294e-05    	3.42298e-06    	1.1948e-05     	0.000110029    	5.35717e-05    	0.00067655     	7.24397e-21    	1e-20          	1e-20          	3.04415e-09    	1.59998e-09    	0.000808441    	2.75603e-21    	-0.000830771           	6.38076e-08            	-1.47143e-14           	1.13522e-05            
20151012       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.75631e-05    	1.21855e-05    	1.43974e-05    	7.00497e-06    	0.000809583    	0.0182098      	0.0853677      	10             	3.72425e-10    	2.52294e-11    	0.000864662    	0.00829024     	5.46737e-07    	1.22877e-05    	0.000555238    	0.000229049    	0.000340113    	0.000206879    	8.65951e-10    	87             	1.96545e-08    	5.37878e-08    	0.000631894    	3.95705e-05    	2.7964e-06     	1.22121e-05    	0.000137317    	6.47438e-05    	0.000687505    	7.21178e-21    	1e-20          	1e-20          	3.7371e-09     	2.45856e-09    	0.000821863    	2.78822e-21    	-0.00116404            	1.1069e-07             	-1.47143e-14           	1.72628e-05            
20151013       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.71524e-05    	1.18149e-05    	1.4152e-05     	6.81491e-06    	0.000772143    	0.0184771      	0.0853667      	10             	3.77999e-10    	2.51665e-11    	0.000837393    	0.00802292     	5.47381e-07    	1.22872e-05    	0.000554677    	0.000228829    	0.000340501    	0.000206842    	8.65951e-10    	87             	1.96309e-08    	5.36673e-08    	0.000632016    	3.96083e-05    	3.26622e-06    	1.19193e-05    	0.000115604    	5.58725e-05    	0.000676765    	7.24334e-21    	1e-20          	1e-20          	3.19221e-09    	1.76392e-09    	0.000810007    	2.75666e-21    	-0.00158885            	1.87338e-07            	-1.47143e-14           	2.48258e-05            
20151014       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.68599e-05    	1.15307e-05    	1.39512e-05    	6.67263e-06    	0.000745201    	0.0186743      	0.0853656      	10             	3.82067e-10    	2.50734e-11    	0.000816719    	0.00782565     	5.47996e-07    	1.22865e-05    	0.000554117    	0.000228609    	0.000340864    	0.000206806    	8.65951e-10    	87             	1.96083e-08    	5.35498e-08    	0.000632105    	3.96437e-05    	3.655e-06      	1.16787e-05    	0.000101693    	5.01321e-05    	0.000666024    	7.27517e-21    	1e-20          	1e-20          	2.84815e-09    	1.38222e-09    	0.00079861     	2.72483e-21    	-0.00160479            	1.73493e-07            	-1.47143e-14           	2.77043e-05            
20151015       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.73691e-05    	1.18138e-05    	1.41434e-05    	6.83648e-06    	0.000784399    	0.0183887      	0.085365       	10             	3.75015e-10    	2.49534e-11    	0.000843545    	0.00811129     	5.48655e-07    	1.2286e-05     	0.000553556    	0.000228389    	0.000341262    	0.000206767    	8.65951e-10    	87             	1.95842e-08    	5.34285e-08    	0.000632242    	3.96826e-05    	2.98587e-06    	1.1928e-05     	0.000126662    	6.03938e-05    	0.000677277    	7.24182e-21    	1e-20          	1e-20          	3.49607e-09    	2.11915e-09    	0.000810353    	2.75818e-21    	-0.000898923           	7.36344e-08            	-1.47143e-14           	2.26669e-05            
20151016       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.8197e-06     	2.26e-06       	1e-10          	1.03e-05       	7.17e-05       	2.73994e-05    	1.18254e-05    	1.41801e-05    	7.08778e-06    	0.000792079    	0.0183338      	0.0853644      	10             	3.74637e-10    	2.49954e-11    	0.000846584    	0.00816624     	5.49305e-07    	1.22856e-05    	0.000552997    	0.000228171    	0.000341666    	0.000206728    	8.65951e-10    	87             	1.95605e-08    	5.33083e-08    	0.00063237     	3.97221e-05    	2.86753e-06    	1.19412e-05    	0.000131982    	6.27077e-05    	0.000678765    	7.23744e-21    	1e-20          	1e-20          	3.64245e-09    	2.30195e-09    	0.000810457    	2.76256e-21    	-0.000903275           	8.18785e-08            	-1.47143e-14           	2.56784e-05            
20151017       	1.80076e-06    	2.23647e-06    	9.89589e-11    	1.01928e-05    	7.09535e-05    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.79508e-05    	1.21442e-05    	1.43751e-05    	7.27888e-06    	0.00083445     	0.0180364      	0.0853639      	10             	3.67306e-10    	2.48474e-11    	0.000875359    	0.00846356     	5.49981e-07    	1.22854e-05    	0.000552438    	0.000227952    	0.000342109    	0.000206685    	8.65951e-10    	87             	1.95359e-08    	5.31859e-08    	0.000632526    	3.97652e-05    	2.33023e-06    	1.21881e-05    	0.000164262    	7.576e-05      	0.000681663    	7.2289e-21     	1e-20          	1e-20          	4.49644e-09    	3.54793e-09    	0.000817103    	2.7711e-21     	-0.000747966           	6.4162e-08             	-1.47143e-14           	2.58302e-05            
20151018       	1.80263e-06    	2.2388e-06     	9.9062e-11     	1.02034e-05    	7.10275e-05    	1.80263e-06    	2.2388e-06     	9.9062e-11     	1.02034e-05    	7.10275e-05    	2.79923e-05    	1.21457e-05    	1.44154e-05    	7.2856e-06     	0.00084495     	0.0179642      	0.0853636      	10             	3.66765e-10    	2.48806e-11    	0.000879107    	0.00853575     	5.50669e-07    	1.22853e-05    	0.000551879    	0.000227734    	0.000342561    	0.000206641    	8.65951e-10    	87             	1.95109e-08    	5.30628e-08    	0.000632694    	3.98093e-05    	1.84e-06       	1.21991e-05    	0.000204492    	9.16544e-05    	0.000652678    	7.31508e-21    	1e-20          	1e-20          	5.7143e-09     	5.63306e-09    	0.000800434    	2.68492e-21    	-0.000487272           	3.97415e-08            	-1.47143e-14           	2.36935e-05            
20151019       	1.78644e-06    	2.21869e-06    	9.81721e-11    	1.01117e-05    	7.03894e-05    	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.80248e-05    	1.21457e-05    	1.44479e-05    	7.2856e-06     	0.000853684    	0.0179046      	0.0853633      	10             	3.66342e-10    	2.4908e-11     	0.000882104    	0.00859536     	5.51361e-07    	1.22852e-05    	0.000551321    	0.000227516    	0.000343021    	0.000206596    	8.65951e-10    	87             	1.94859e-08    	5.29396e-08    	0.000632866    	3.9854e-05     	1.44431e-06    	1.22115e-05    	0.000254223    	0.000111215    	0.000612696    	7.4374e-21     	1e-20          	1e-20          	7.30808e-09    	8.9915e-09     	0.000778083    	2.5626e-21     	-0.000386763           	2.94911e-08            	-1.47143e-14           	2.35315e-05            
20151020       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.7889e-06     	2.22175e-06    	9.83075e-11    	1.01257e-05    	7.04865e-05    	2.68842e-05    	1.14818e-05    	1.40954e-05    	7.46963e-06    	0.000782002    	0.0184059      	0.0853631      	10             	3.81836e-10    	2.53249e-11    	0.000825664    	0.00809407     	5.51991e-07    	1.22844e-05    	0.000550764    	0.000227298    	0.000343415    	0.000206558    	8.65951e-10    	87             	1.94631e-08    	5.28229e-08    	0.000632967    	3.98925e-05    	2.18732e-06    	1.17354e-05    	0.000167333    	7.69349e-05    	0.000643409    	7.34309e-21    	1e-20          	1e-20          	4.79145e-09    	3.8524e-09     	0.000781133    	2.65691e-21    	-0.000418248           	3.29123e-08            	-1.47143e-14           	2.68398e-05            
20151021       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1.8197e-06     	2.26e-06       	1e-10          	1.03e-05       	7.17e-05       	2.70636e-05    	1.15629e-05    	1.41923e-05    	7.62123e-06    	0.000797022    	0.0182986      	0.0853624      	10             	3.79337e-10    	2.53343e-11    	0.000836815    	0.00820143     	5.5258e-07     	1.22836e-05    	0.000550208    	0.000227081    	0.000343823    	0.000206518    	8.65951e-10    	87             	1.94419e-08    	5.27104e-08    	0.000633019    	3.99322e-05    	1.94561e-06    	1.18181e-05    	0.000188287    	8.53291e-05    	0.00063655     	7.36395e-21    	1e-20          	1e-20          	5.39675e-09    	4.89167e-09    	0.000780369    	2.63605e-21    	-0.000960317           	8.17826e-08            	-1.47143e-14           	4.07567e-05            
20151022       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.71869e-05    	1.16458e-05    	1.42694e-05    	7.75291e-06    	0.000805769    	0.0182366      	0.0853616      	10             	3.77644e-10    	2.53601e-11    	0.000845133    	0.00826337     	5.53156e-07    	1.2283e-05     	0.000549652    	0.000226864    	0.000344239    	0.000206477    	8.65951e-10    	87             	1.94211e-08    	5.25993e-08    	0.000633056    	3.99726e-05    	1.76298e-06    	1.18936e-05    	0.00020742     	9.29556e-05    	0.0006263      	7.39533e-21    	1e-20          	1e-20          	5.96543e-09    	5.96633e-09    	0.000777716    	2.60467e-21    	-0.00117054            	1.11247e-07            	-1.47143e-14           	4.60346e-05            
20151023       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.74388e-05    	1.17615e-05    	1.4407e-05     	7.85321e-06    	0.000823189    	0.0181145      	0.0853608      	10             	3.74207e-10    	2.53735e-11    	0.000861117    	0.00838548     	5.53738e-07    	1.22825e-05    	0.000549097    	0.000226647    	0.00034467     	0.000206435    	8.65951e-10    	87             	1.94001e-08    	5.2488e-08     	0.000633099    	4.00145e-05    	1.46912e-06    	1.20014e-05    	0.000247102    	0.000108618    	0.000602809    	7.46829e-21    	1e-20          	1e-20          	7.18096e-09    	8.58311e-09    	0.000769674    	2.53171e-21    	-0.00125475            	1.26126e-07            	-1.47143e-14           	4.85124e-05            
20151024       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.78919e-05    	1.2023e-05     	1.45703e-05    	8.02781e-06    	0.000856612    	0.0178847      	0.0853604      	10             	3.6818e-10     	2.52513e-11    	0.000885137    	0.00861526     	5.54391e-07    	1.22822e-05    	0.000548542    	0.000226431    	0.000345131    	0.000206391    	8.65951e-10    	87             	1.93767e-08    	5.23703e-08    	0.000633223    	4.00593e-05    	1.1659e-06     	1.217e-05      	0.000306115    	0.000131852    	0.000566626    	7.58351e-21    	1e-20          	1e-20          	9.08668e-09    	1.35124e-08    	0.000753522    	2.41649e-21    	-0.000601206           	5.00933e-08            	-1.47143e-14           	3.52844e-05            
20151025       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.75011e-05    	1.19922e-05    	1.43899e-05    	8.30228e-06    	0.000826099    	0.0180943      	0.08536        	10             	3.73427e-10    	2.52953e-11    	0.000861898    	0.00840572     	5.55018e-07    	1.2282e-05     	0.000547988    	0.000226215    	0.000345563    	0.000206349    	8.65951e-10    	87             	1.93543e-08    	5.22553e-08    	0.000633316    	4.01014e-05    	1.68746e-06    	1.2111e-05     	0.000218366    	9.76214e-05    	0.000629135    	7.38662e-21    	1e-20          	1e-20          	6.23821e-09    	6.57463e-09    	0.000782958    	2.61338e-21    	-0.000578514           	5.11937e-08            	-1.47143e-14           	3.69931e-05            
20151026       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.16869e-06    	7.05e-06       	1e-10          	1.08e-05       	0.0001         	2.77069e-05    	1.21331e-05    	1.44782e-05    	8.46089e-06    	0.000841261    	0.0179895      	0.0853594      	10             	3.70688e-10    	2.52662e-11    	0.000873593    	0.00851045     	5.55621e-07    	1.22818e-05    	0.000547434    	0.000225999    	0.00034601     	0.000206305    	8.65951e-10    	87             	1.93328e-08    	5.2143e-08     	0.00063338     	4.01447e-05    	1.50752e-06    	1.22008e-05    	0.000243365    	0.00010752     	0.000615741    	7.42794e-21    	1e-20          	1e-20          	6.99645e-09    	8.23418e-09    	0.000778027    	2.57206e-21    	-0.000879823           	8.32028e-08            	-1.47143e-14           	4.64081e-05            
20151027       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.79738e-05    	1.22766e-05    	1.45887e-05    	8.56097e-06    	0.000863141    	0.0178405      	0.085359       	10             	3.6718e-10     	2.52201e-11    	0.00088867     	0.00865947     	5.56262e-07    	1.22818e-05    	0.00054688     	0.000225784    	0.000346475    	0.00020626     	8.65951e-10    	87             	1.931e-08      	5.20273e-08    	0.000633488    	4.019e-05      	1.18968e-06    	1.22795e-05    	0.000301348    	0.000130234    	0.000573742    	7.56057e-21    	1e-20          	1e-20          	8.90239e-09    	1.30283e-08    	0.000757144    	2.43943e-21    	-0.000593991           	5.1215e-08             	-1.47143e-14           	3.98239e-05            
20151028       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.51379e-05    	1.0348e-05     	1.3284e-05     	7.12803e-06    	0.000658722    	0.019337       	0.0853586      	10             	4.08175e-10    	2.55017e-11    	0.000727923    	0.00716297     	5.56751e-07    	1.22799e-05    	0.000546329    	0.000225568    	0.000346756    	0.000206233    	8.65951e-10    	87             	1.92925e-08    	5.19263e-08    	0.000633422    	4.02172e-05    	4.47615e-06    	1.06359e-05    	7.57472e-05    	3.9685e-05     	0.000612225    	7.43891e-21    	1e-20          	1e-20          	2.31823e-09    	8.3529e-10     	0.000730829    	2.56109e-21    	-0.000615926           	5.61418e-08            	-1.47143e-14           	4.25473e-05            
20151029       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.32818e-05    	9.14233e-06    	1.23561e-05    	6.22777e-06    	0.000551076    	0.0202306      	0.0853581      	10             	4.40398e-10    	2.55743e-11    	0.000627534    	0.00626935     	5.5715e-07     	1.22768e-05    	0.000545779    	0.000225351    	0.00034694     	0.000206215    	8.65951e-10    	87             	1.92781e-08    	5.1834e-08     	0.000633255    	4.02351e-05    	6.73461e-06    	9.41416e-06    	4.40488e-05    	2.52309e-05    	0.000533373    	7.69266e-21    	1e-20          	1e-20          	1.53319e-09    	3.19648e-10    	0.000642602    	2.30734e-21    	-0.000757974           	3.36557e-08            	-1.47143e-14           	4.26104e-05            
20151030       	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.35471e-05    	9.23207e-06    	1.25129e-05    	6.28871e-06    	0.000575546    	0.0200203      	0.0853571      	10             	4.35468e-10    	2.56109e-11    	0.000642694    	0.00647967     	5.57523e-07    	1.22738e-05    	0.000545229    	0.000225134    	0.000347146    	0.000206195    	8.65951e-10    	87             	1.92647e-08    	5.17442e-08    	0.000633059    	4.0255e-05     	5.64392e-06    	9.55618e-06    	5.38343e-05    	2.96081e-05    	0.000551208    	7.63376e-21    	1e-20          	1e-20          	1.8324e-09     	4.67653e-10    	0.000657115    	2.36624e-21    	-0.00155615            	1.00986e-09            	-1.47143e-14           	5.3011e-05             
20151031       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.35033e-05    	9.17359e-06    	1.25172e-05    	6.24551e-06    	0.000584605    	0.0199436      	0.0853566      	10             	4.36268e-10    	2.56661e-11    	0.000641735    	0.00655642     	5.57969e-07    	1.22707e-05    	0.00054468     	0.000224918    	0.000347359    	0.000206174    	8.65951e-10    	87             	1.92488e-08    	5.16479e-08    	0.000632944    	4.02757e-05    	4.78012e-06    	9.56293e-06    	6.35903e-05    	3.37354e-05    	0.00055478     	7.62207e-21    	1e-20          	1e-20          	2.16664e-09    	6.54107e-10    	0.000656462    	2.37793e-21    	-0.000699795           	4.61231e-09            	-1.47143e-14           	3.38264e-05            
20151101       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	4.7863e-06     	1.69e-06       	1e-10          	7.25e-07       	4e-05          	2.35687e-05    	9.17803e-06    	1.25523e-05    	6.24469e-06    	0.000596868    	0.0198406      	0.0853561      	10             	4.35062e-10    	2.56672e-11    	0.000645319    	0.00665939     	5.58422e-07    	1.22676e-05    	0.000544131    	0.000224702    	0.000347584    	0.000206152    	8.65951e-10    	87             	1.92326e-08    	5.15512e-08    	0.000632838    	4.02975e-05    	4.10622e-06    	9.63142e-06    	7.4489e-05     	3.83029e-05    	0.000560286    	7.60413e-21    	1e-20          	1e-20          	2.52603e-09    	8.94673e-10    	0.000659566    	2.39587e-21    	-0.000729651           	4.52971e-09            	-1.47143e-14           	3.27776e-05            
