TIME           	H+_SNOW        	Cl-_SNOW       	HCO3-_SNOW     	Ca++_SNOW      	DOC_SNOW       	H+_SURFACE     	Cl-_SURFACE    	HCO3-_SURFACE  	Ca++_SURFACE   	DOC_SURFACE    	H+_UZ          	Cl-_UZ         	HCO3-_UZ       	Ca++_UZ        	DOC_UZ         	X-_UZ          	SOC(s)_UZ      	SOC-lz(s)_UZ   	CO2(*g)_UZ     	OH-_UZ         	CO3--_UZ       	CO2(aq)_UZ     	XDOC_UZ        	H+_LZ          	Cl-_LZ         	HCO3-_LZ       	Ca++_LZ        	DOC_LZ         	X-_LZ          	SOC(s)_LZ      	SOC-lz(s)_LZ   	CO2(*g)_LZ     	OH-_LZ         	CO3--_LZ       	CO2(aq)_LZ     	XDOC_LZ        	H+_riv         	Cl-_riv        	HCO3-_riv      	Ca++_riv       	DOC_riv        	X-_riv         	SOC(s)_riv     	SOC-lz(s)_riv  	CO2(*g)_riv    	OH-_riv        	CO3--_riv      	CO2(aq)_riv    	XDOC_riv       	SOC(s)_rate_UZ         	SOC-lz(s)_rate_UZ      	CO2(*g)_rate_UZ        	SOC(s)_rate_LZ         	SOC-lz(s)_rate_LZ      	CO2(*g)_rate_LZ        
YYYYMMDD       	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/L          	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             	mol/m2/day             
20151001       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.52385e-05    	1.12577e-05    	1.38657e-05    	6.39386e-06    	0.000622918    	0.0196254      	0.0853752      	7.34527e-10    	10             	4.06497e-10    	2.65055e-11    	0.000762931    	0.00687464     	6.78351e-07    	1.22898e-05    	0.000561609    	0.000231483    	0.00156849     	0.000130945    	8.65951e-10    	0.00732713     	87             	1.58461e-08    	4.3877e-08     	0.000792757    	0.000115505    	8.64391e-06    	1.13377e-05    	4.16424e-05    	2.38426e-05    	0.000696218    	7.18641e-21    	1e-20          	1e-20          	1e-20          	1.19422e-09    	2.35314e-10    	0.00077993     	2.81359e-21    	0                      	0                      	0                      	0                      	0                      	0                      
20151002       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.56246e-05    	1.14635e-05    	1.40439e-05    	6.51075e-06    	0.000657342    	0.019348       	0.0853744      	7.34525e-10    	10             	4.00418e-10    	2.64478e-11    	0.00078447     	0.00715202     	6.84494e-07    	1.2289e-05     	0.000561049    	0.00023126     	0.00157057     	0.000130863    	8.65951e-10    	0.00732707     	87             	1.57035e-08    	4.34374e-08    	0.00079916     	0.000115587    	7.24158e-06    	1.15436e-05    	5.11863e-05    	2.83265e-05    	0.000745987    	7.04472e-21    	1e-20          	1e-20          	1e-20          	1.42778e-09    	3.46379e-10    	0.000801854    	2.95528e-21    	-0.00116525            	-2.39543e-12           	8.38503e-08            	-1.47143e-14           	-0.00717068            	0.0035352              
20151003       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.60337e-05    	1.16949e-05    	1.42192e-05    	6.64219e-06    	0.000694398    	0.019058       	0.0853738      	7.34523e-10    	10             	3.94174e-10    	2.63637e-11    	0.000806844    	0.00744197     	6.91209e-07    	1.22884e-05    	0.00056049     	0.000231037    	0.0015727      	0.000130781    	8.65951e-10    	0.00732701     	87             	1.55505e-08    	4.29702e-08    	0.000806217    	0.000115669    	6.00256e-06    	1.17669e-05    	6.35559e-05    	3.38696e-05    	0.000800968    	6.89455e-21    	1e-20          	1e-20          	1e-20          	1.72576e-09    	5.20838e-10    	0.000823719    	3.10545e-21    	-0.000955168           	-2.51242e-12           	7.17213e-08            	-1.47143e-14           	-0.0071792             	0.00339261             
20151004       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.64637e-05    	1.19406e-05    	1.44011e-05    	6.78171e-06    	0.000731777    	0.0187742      	0.0853732      	7.34522e-10    	10             	3.87819e-10    	2.62738e-11    	0.000830554    	0.00772578     	6.97325e-07    	1.22881e-05    	0.00055993     	0.000230815    	0.00157486     	0.000130696    	8.65951e-10    	0.00732695     	87             	1.54137e-08    	4.25484e-08    	0.000812562    	0.000115754    	4.94127e-06    	1.19932e-05    	7.94162e-05    	4.07127e-05    	0.000859466    	6.74164e-21    	1e-20          	1e-20          	1e-20          	2.10102e-09    	7.94079e-10    	0.000845443    	3.25836e-21    	-0.000949407           	-2.63678e-12           	7.84333e-08            	-1.47143e-14           	-0.00718773            	0.00356793             
20151005       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.69788e-05    	1.22454e-05    	1.46082e-05    	6.95487e-06    	0.000773576    	0.0184667      	0.0853725      	7.3452e-10     	10             	3.80474e-10    	2.61509e-11    	0.00085876     	0.0080333      	7.02937e-07    	1.2288e-05     	0.000559371    	0.000230593    	0.00157706     	0.00013061     	8.65951e-10    	0.00732689     	87             	1.52902e-08    	4.21641e-08    	0.000818306    	0.00011584     	4.06307e-06    	1.22535e-05    	9.95287e-05    	4.91818e-05    	0.000925289    	6.57749e-21    	1e-20          	1e-20          	1e-20          	2.56154e-09    	1.21639e-09    	0.000869068    	3.42251e-21    	-0.000937416           	-2.76059e-12           	8.43965e-08            	-1.47143e-14           	-0.00719629            	0.00371859             
20151006       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	3.9355e-06     	1.5e-07        	1e-10          	7.75e-07       	2.83e-05       	2.76138e-05    	1.26296e-05    	1.48503e-05    	7.17393e-06    	0.000822413    	0.0181199      	0.0853719      	7.34518e-10    	10             	3.71796e-10    	2.59829e-11    	0.000893372    	0.00838008     	7.07694e-07    	1.22884e-05    	0.00055881     	0.000230372    	0.00157932     	0.000130523    	8.65951e-10    	0.00732683     	87             	1.5187e-08     	4.18364e-08    	0.00082304     	0.000115927    	3.36926e-06    	1.25499e-05    	0.00012393     	5.92948e-05    	0.000999163    	6.40254e-21    	1e-20          	1e-20          	1e-20          	3.09749e-09    	1.83659e-09    	0.000894901    	3.59746e-21    	-0.00097957            	-2.89714e-12           	9.83347e-08            	-1.47143e-14           	-0.00720489            	0.003966               
20151007       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.81054e-05    	1.29118e-05    	1.50567e-05    	7.33425e-06    	0.000862215    	0.0178468      	0.0853712      	7.34516e-10    	10             	3.65345e-10    	2.58907e-11    	0.000921783    	0.00865321     	7.11375e-07    	1.2289e-05     	0.000558249    	0.000230151    	0.00158161     	0.000130434    	8.65951e-10    	0.00732677     	87             	1.5108e-08     	4.15758e-08    	0.000826513    	0.000116016    	2.74339e-06    	1.27309e-05    	0.000155515    	7.20805e-05    	0.00107126     	6.24054e-21    	1e-20          	1e-20          	1e-20          	3.81618e-09    	2.84849e-09    	0.000911491    	3.75946e-21    	-0.00105514            	-3.05419e-12           	1.19989e-07            	-1.47143e-14           	-0.00721357            	0.00427081             
20151008       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	2.85839e-05    	1.31742e-05    	1.52702e-05    	7.48326e-06    	0.000899914    	0.0175956      	0.0853703      	7.34514e-10    	10             	3.59277e-10    	2.58251e-11    	0.000950641    	0.00890443     	7.1341e-07     	1.22899e-05    	0.000557686    	0.000229931    	0.00158394     	0.000130343    	8.65951e-10    	0.00732671     	87             	1.50645e-08    	4.14131e-08    	0.000828065    	0.000116107    	2.22242e-06    	1.28546e-05    	0.000195001    	8.78638e-05    	0.00114708     	6.07877e-21    	1e-20          	1e-20          	1e-20          	4.7274e-09     	4.44046e-09    	0.000922628    	3.92123e-21    	-0.00123545            	-3.18026e-12           	1.5911e-07             	-1.47143e-14           	-0.0072223             	0.00472948             
20151009       	1e-20          	1e-20          	1e-20          	1e-20          	1e-20          	6.91831e-06    	2.82e-06       	1e-10          	2e-06          	6.92e-05       	2.60553e-05    	1.13454e-05    	1.38104e-05    	6.52074e-06    	0.000692526    	0.0190725      	0.0853698      	7.34512e-10    	10             	3.93803e-10    	2.55786e-11    	0.000784384    	0.00742753     	7.17545e-07    	1.22889e-05    	0.000557127    	0.00022971     	0.00158608     	0.00013026     	8.65951e-10    	0.00732665     	87             	1.49772e-08    	4.11309e-08    	0.000832053    	0.00011619     	5.19041e-06    	1.14769e-05    	7.22156e-05    	3.7629e-05     	0.00081707     	6.85177e-21    	1e-20          	1e-20          	1e-20          	1.99817e-09    	6.86044e-10    	0.000808356    	3.14823e-21    	-0.000887477           	-3.29809e-12           	1.0948e-07             	-1.47143e-14           	-0.00723108            	0.00412983             
