Date	pH	Cl-	HCO3-	Ca++	DOC	X-	SOC(s)	SOC-lz(s)	Calcite(s)	Calcite-lz(s)	CO2(*g)
20161105	5.39	2.03E-06	1.00E-10	1.50E-06	5.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161106	5.39	2.03E-06	1.00E-10	1.50E-06	5.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161107	5.39	2.03E-06	1.00E-10	1.50E-06	5.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161108	5.39	2.03E-06	1.00E-10	1.50E-06	5.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161109	5.39	2.03E-06	1.00E-10	1.50E-06	5.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161110	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161111	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161112	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161113	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161114	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161115	6.12	8.60E-06	1.00E-10	1.29E-05	0.000988333	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161116	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161117	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161118	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161119	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161120	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161121	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161122	5.34	3.72E-06	1.00E-10	3.50E-07	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161123	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161124	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161125	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161126	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161127	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161128	4.81	4.74E-06	1.00E-10	2.10E-06	5.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161129	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161130	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161201	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161202	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161203	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161204	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161205	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161206	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161207	5.32	4.30E-06	1.00E-10	1.15E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161208	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161209	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161210	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161211	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161212	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161213	5.07	1.68E-05	1.00E-10	2.45E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161214	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161215	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161216	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161217	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161218	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161219	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161220	5.3	6.32E-06	1.00E-10	2.95E-06	3.08E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161221	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161222	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161223	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161224	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161225	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161226	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161227	4.99	4.85E-06	1.00E-10	1.70E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161228	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161229	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161230	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20161231	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170101	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170102	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170103	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170104	5.155	4.26E-06	1.00E-10	2.53E-06	3.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170105	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170106	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170107	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170108	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170109	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170110	5.43	1.32E-05	1.00E-10	6.00E-06	3.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170111	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170112	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170113	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170114	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170115	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170116	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170117	5.17	2.51E-06	1.00E-10	5.00E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170118	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170119	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170120	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170121	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170122	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170123	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170124	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170125	5.06	2.51E-06	1.00E-10	1.80E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170126	5.17	2.97E-06	1.00E-10	1.75E-06	4.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170127	5.17	2.97E-06	1.00E-10	1.75E-06	4.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170128	5.17	2.97E-06	1.00E-10	1.75E-06	4.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170129	5.17	2.97E-06	1.00E-10	1.75E-06	4.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170130	5.17	2.97E-06	1.00E-10	1.75E-06	4.00E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170131	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170201	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170202	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170203	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170204	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170205	4.65	1.04E-05	1.00E-10	4.40E-06	8.17E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170206	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170207	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170208	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170209	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170210	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170211	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170212	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170213	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170214	5.14	7.00E-06	1.00E-10	1.15E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170215	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170216	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170217	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170218	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170219	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170220	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170221	4.66	7.00E-06	1.00E-10	8.10E-06	4.92E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170222	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170223	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170224	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170225	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170226	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170227	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170228	5.42	8.21E-06	1.00E-10	2.05E-06	3.83E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170301	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170302	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170303	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170304	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170305	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170306	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170307	5.695	4.37E-06	1.00E-10	7.55E-06	4.33E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170308	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170309	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170310	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170311	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170312	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170313	6.12	1.35E-05	1.00E-10	1.56E-05	6.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170314	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170315	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170316	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170317	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170318	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170319	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170320	5.33	4.01E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170321	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170322	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170323	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170324	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170325	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170326	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170327	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170328	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170329	5.33	9.14E-06	1.00E-10	3.55E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170330	5.44	3.72E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170331	5.44	3.72E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170401	5.44	3.72E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170402	5.44	3.72E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170403	5.44	3.72E-06	1.00E-10	1.45E-06	1.42E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170404	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170405	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170406	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170407	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170408	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170409	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170410	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170411	5.28	3.72E-06	1.00E-10	2.05E-06	4.58E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170412	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170413	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170414	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170415	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170416	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170417	5.99	6.63E-06	1.00E-10	1.13E-05	0.00015	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170418	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170419	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170420	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170421	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170422	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170423	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170424	5.3	6.21E-06	1.00E-10	1.80E-06	5.25E-05	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170425	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170426	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170427	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170428	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170429	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170430	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
20170501	5.265	9.46E-06	1.00E-10	5.98E-06	0.000135	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10
